,index,Repo,commit_message,time,churn,insertions,deletions,files_changed
8553,27968,csc216-002-P3-042,b'Reverting to previous version of my test suite because now I realize the\nteaching staff tests never passed',1480633107,2,1,4,2
8554,27969,csc216-002-P3-042,b'Realized it was my test that was failing... Fixed that issue.',1480632948,1,3,0,1
8555,27970,csc216-002-P3-042,"bTry/Catch block didn't work. Going back to least failing version.""""""""Try/Catch block didn't work. Going back to least failing version.""""Try/Catch block didn't work. Going back to least failing version.""",1480632703,1,6,2,1
8556,27971,csc216-002-P3-042,b'Just catching the exception.',1480632563,1,8,4,1
8557,27972,csc216-002-P3-042,b'Created two options for updating to prevent NullPointers',1480632324,1,3,11,1
8558,27973,csc216-002-P3-042,b'Merging branches',1480632109,1,1,1,1
8559,27974,csc216-002-P3-042,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""",1480632095,1,12,29,1
8560,27975,csc216-002-P3-042,b'Subtracted one to squash bug that came up fixing the other bug',1480632058,1,1,1,1
8561,27976,csc216-002-P3-042,b'fixed a false method header',1480633109,1,2,2,1
8562,27977,csc216-002-P3-042,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""",1480631580,1,3,3,1
8563,27978,csc216-002-P3-042,b'Attempting to change boundary values to diagnose problem',1480631536,1,1,1,1
8564,27979,csc216-002-P3-042,b'Using equals signs to plead with it',1480631490,1,2,2,1
8565,27980,csc216-002-P3-042,b'Added TODO tags for easier to see to taskEditPane',1480631568,1,6,13,1
8566,27981,csc216-002-P3-042,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""",1480631466,1,2,2,1
8567,27982,csc216-002-P3-042,b'Being finicky but I think this may work',1480631337,1,2,2,1
8568,27983,csc216-002-P3-042,b'finished some more of TaskEditPane',1480631454,1,6,16,1
8569,27984,csc216-002-P3-042,b'This solution should work',1480631211,1,1,1,1
8570,27985,csc216-002-P3-042,b'Reverting to previous commit because why all the failures??',1480631036,1,1,1,1
8571,27986,csc216-002-P3-042,b'Fixing NullPointerException in the ToDoList class',1480630723,1,1,1,1
8572,27987,csc216-002-P3-042,b'Fixing setName method for TaskList',1480630341,1,0,1,1
8573,27988,csc216-002-P3-042,b'Reimplementing addTask in TaskList to order list correctly',1480630136,2,4,9,2
8574,27989,csc216-002-P3-042,b'ACTUALLY fixing problems in TaskList class better understanding\nobserver pattern',1480628947,1,0,3,1
8575,27990,csc216-002-P3-042,b'Fixing TS staff failures in TaskList class',1480628708,2,5,8,2
8576,27991,csc216-002-P3-042,b'Commenting a line out in TaskEditPane to regain access to the teaching\nstaff tests',1480628170,1,1,1,1
8577,27992,csc216-002-P3-042,b'Throwing exceptions in the Category constructor to possibly solve test\nissues',1480628099,1,0,3,1
8578,27993,csc216-002-P3-042,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""",1480610729,4,8,9,4
8579,27994,csc216-002-P3-042,b'Fixed TaskTest regression and attempted to fix Category test failures',1480603654,3,4,9,3
8580,27995,csc216-002-P3-042,b'Separating methods for setCompleted and setCompletedDateTime. Also\npossible fixed Category class',1480603068,2,11,7,2
8581,27996,csc216-002-P3-042,b'Finished lot of taskeditPane still working tho',1480610719,2,9,47,2
8582,27997,csc216-002-P3-042,b'Adjusted setCompleted method in Task to not set the completedDateTime if\nset to false',1480602745,1,1,5,1
8583,27998,csc216-002-P3-042,b'Lists now throw IllegalArgumentExceptions if duplicates are added',1480602537,3,3,15,3
8584,27999,csc216-002-P3-042,b'Now throwing the correct exceptions in LinkedList and ArrayList',1480602271,4,7,28,4
8585,28000,csc216-002-P3-042,b'Updated ArrayList and LinkedList to fit teaching staff test cases',1480601963,4,24,7,4
8586,28001,csc216-002-P3-042,b'Cleaned up remaining CheckStyle notifications',1480601469,3,6,6,3
8587,28002,csc216-002-P3-042,b'Cleaned up CheckStyle notifications',1480601301,5,1,52,5
8588,28003,csc216-002-P3-042,b'Finished TaskListPane',1480577484,1,4,35,1
8589,28004,csc216-002-P3-042,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""",1480576586,3,4,88,3
8590,28005,csc216-002-P3-042,b'Completed testing of ToDoList class',1480566943,3,4,88,3
8591,28006,csc216-002-P3-042,b'Finished TaskTableModel',1480576573,1,12,23,1
8592,28007,csc216-002-P3-042,b'Fixed FindBugs notification',1480565203,1,0,3,1
8593,28008,csc216-002-P3-042,b'Implemented ToDoList still needs to be tested ',1480533577,1,33,158,1
8594,28009,csc216-002-P3-042,b'Completed testing and implementation of TaskList class',1480466906,2,18,188,2
8595,28010,csc216-002-P3-042,b'Better implemented observer pattern in Category and completed\nimplementation and testing of Task class',1480451568,4,41,208,4
8596,28011,csc216-002-P3-042,b'Completed implementation and testing for CategoryList',1480446876,2,20,165,2
8597,28012,csc216-002-P3-042,b'Completed implementation and testing of Category class',1480383890,2,20,126,2
8598,28013,csc216-002-P3-042,b'Completed implementation of LinkedList class',1480381998,2,9,47,2
8599,28014,csc216-002-P3-042,b'Completed partial implementation of LinkedList class still need to\ncorrectly implement remove and indexOf',1480362251,0,0,0,0
8600,28015,csc216-002-P3-042,b'Completed partial implementation of LinkedList class still need to\ncorrectly implement remove and indexOf',1480362251,1,18,64,1
8601,28016,csc216-002-P3-042,b'Implemented ArrayList class',1480359687,3,41,111,3
8602,28017,csc216-002-P3-042,b'Completed test classes for LinkedList and ArrayList',1480357442,3,10,264,3
8603,28018,csc216-002-P3-042,b'Fixed host of CheckStyle errors',1480117521,17,20,115,17
8604,28019,csc216-002-P3-042,b'Implemented Observer pattern to fix Jenkins errors',1480109586,6,7,15,6
8605,28020,csc216-002-P3-042,b'fixed the issue in linkedlist\n',1480100287,1,1,6,1
8606,28021,csc216-002-P3-042,b'fixed the missing methods in task',1480100048,1,2,9,1
8607,28022,csc216-002-P3-042,b'fixed the missing skeleton methods',1480099695,1,0,30,1
8608,28023,csc216-002-P3-042,b'Supposedly finished the last of the javadoc for the P3 skeleton',1480099119,3,14,206,3
8609,28024,csc216-002-P3-042,b'Finished skeletoning TaskList and CategoryList (no javadoc)',1480095171,2,3,77,2
8610,28025,csc216-002-P3-042,b'Completed skeleton and JavaDoc for TaskEditPane class',1480046613,1,1,302,1
8611,28026,csc216-002-P3-042,b'Didnt do much more just some tasklist\n',1479963467,1,0,3,1
8612,28027,csc216-002-P3-042,b'skeletoned todolist and part of tasklist.',1479958113,2,0,62,2
8613,28028,csc216-002-P3-042,b'Implemented TaskListPane skeleton',1479421164,1,1,75,1
8614,28029,csc216-002-P3-042,b'Added skeleton class for TaskTableModel',1479420622,1,1,97,1
8615,28030,csc216-002-P3-042,b'Completed the Skeleton for the ArrayList and LinkedList classes',1479335057,3,9,282,3
8616,28031,csc216-002-P3-042,b'Completed skeleton for Task class',1479323739,1,1,213,1
8617,28032,csc216-002-P3-042,b'Set up file structure and completed Category skeleton',1479150696,27,0,2398,27
8618,28034,csc216-002-P3-043,b'Fixed javadoc and generated it finished now.',1480729799,81,79,17854,81
8619,28035,csc216-002-P3-043,b'Fixed TaskEditPane no details error.',1480728631,1,4,2,1
8620,28036,csc216-002-P3-043,b'Fixed up TaskListPane Javadoc ',1480726611,1,2,4,1
8621,28037,csc216-002-P3-043,b'Fixed CategoryList and ToDoList Tests',1480726395,2,3,2,2
8622,28038,csc216-002-P3-043,b'Category Javadoc Checked over.',1480726006,1,31,30,1
8623,28039,csc216-002-P3-043,b'Fixed Task Javadoc.',1480725858,1,15,18,1
8624,28040,csc216-002-P3-043,b'Pushing bbtp and tentative errors',1480724929,2,0,1,2
8625,28041,csc216-002-P3-043,b'Fixed event listeners with addFieldListener',1480723528,1,3,4,1
8626,28042,csc216-002-P3-043,b'Fixed linked list pmd error.',1480722297,1,8,0,1
8627,28043,csc216-002-P3-043,b'Fixing hidden field errors',1480720314,1,6,6,1
8628,28044,csc216-002-P3-043,b'failed one test',1480720095,1,2,2,1
8629,28045,csc216-002-P3-043,b'Commiting final changes before javadoc gen.',1480719847,6,386,396,6
8630,28046,csc216-002-P3-043,b'Fixed GUI. about to gen javadoc.',1480713780,3,308,346,3
8631,28047,csc216-002-P3-043,b'Fixing add and guid errors',1480695538,1,3,24,1
8632,28048,csc216-002-P3-043,b'Fixed Add task method.',1480693901,1,2,2,1
8633,28049,csc216-002-P3-043,b'Fixed failing test cases for new Errors.',1480661591,2,12,12,2
8634,28050,csc216-002-P3-043,b'Fixed TaskList adding error and completed errors. very little left to do',1480661352,2,11,13,2
8635,28051,csc216-002-P3-043,b'Fixed errors with adding tasks. need to fix the complete JCheckBox.',1480659887,3,75,79,3
8636,28052,csc216-002-P3-043,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-043\n""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-043\n""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-043\n""",1480651230,4,64,200,4
8637,28053,csc216-002-P3-043,b'Added more tests to TaskTest',1480649668,1,57,150,1
8638,28054,csc216-002-P3-043,b'Added all tests except update in ToDoListTest',1480646048,2,4,35,2
8639,28055,csc216-002-P3-043,b'Think I fixed the error with npe exception',1480643959,2,2,10,2
8640,28056,csc216-002-P3-043,"bFixed error in ToDoList with id's not matching up""""""""Fixed error in ToDoList with id's not matching up""""Fixed error in ToDoList with id's not matching up""",1480643054,1,0,4,1
8641,28057,csc216-002-P3-043,b'Still trying to fix the npe.',1480642305,1,1,1,1
8642,28058,csc216-002-P3-043,b'fixing npe',1480641938,1,2,2,1
8643,28059,csc216-002-P3-043,b'Fixed stackoverflow in TaskListPane. Made TaskEditPane update properly when adding and when the CategoryList changes.\n',1480651219,2,31,100,2
8644,28060,csc216-002-P3-043,b'Fixed date format for selectors.\n',1480641725,1,7,5,1
8645,28061,csc216-002-P3-043,b'npe is still occuring',1480640978,1,1,1,1
8646,28062,csc216-002-P3-043,b'trying for npe',1480640899,1,1,0,1
8647,28063,csc216-002-P3-043,b'trying to fix npe',1480640718,1,0,3,1
8648,28064,csc216-002-P3-043,b'Still attempting to fix IOE/NPE error',1480640520,1,3,0,1
8649,28065,csc216-002-P3-043,b'Think I may have fixed IOE exception with numLists field',1480640266,1,12,12,1
8650,28066,csc216-002-P3-043,b'Trying to fix the IOE exceptions',1480639668,1,1,17,1
8651,28067,csc216-002-P3-043,b'Fixing ToDoList IOE exception',1480638836,2,36,51,2
8652,28068,csc216-002-P3-043,b'Fixing IOE exception',1480637804,1,8,22,1
8653,28069,csc216-002-P3-043,b'Trying to fix IOE in todolist',1480636520,1,2,2,1
8654,28070,csc216-002-P3-043,b'Fixed my accidental error.',1480636372,1,4,3,1
8655,28071,csc216-002-P3-043,b'leftover stuff left in TaskEditPane',1480636282,1,4,10,1
8656,28072,csc216-002-P3-043,b'Updating TaskEditPane. Does not have function but does have view.',1480616043,1,14,65,1
8657,28073,csc216-002-P3-043,b'Finished up slightly more in TaskEditPane',1480613674,2,8,67,2
8658,28074,csc216-002-P3-043,b'Finished TaskListPane for GUI',1480610393,2,12,42,2
8659,28075,csc216-002-P3-043,b'Fixed ToDoList get and removeTaskList off by one.',1480390242,1,2,2,1
8660,28076,csc216-002-P3-043,b'Fixed some bounds checking and update logic in ToDoList',1480390058,1,4,8,1
8661,28077,csc216-002-P3-043,b'Fixed CategoryTest testToString',1480389209,1,4,4,1
8662,28078,csc216-002-P3-043,b'Made sure CategoryList notifies observers when updating and deleting.',1480388929,1,0,3,1
8663,28079,csc216-002-P3-043,b'Fixed Category toString()',1480388751,1,1,1,1
8664,28080,csc216-002-P3-043,b'Added missing notifyObserver() calls in TaskList.',1480388591,1,0,6,1
8665,28081,csc216-002-P3-043,b'Made sure proper args passed to notifyObservers in Category\nCategoryList Task and TaskList',1480388244,4,14,14,4
8666,28082,csc216-002-P3-043,b'Added some missing checks to ArrayList and simplified some methods.',1480387325,2,25,25,2
8667,28083,csc216-002-P3-043,b'Added exceptions for null and duplicate entries in LinkedList and\nupdated tests.',1480386691,2,6,26,2
8668,28084,csc216-002-P3-043,b'Fixed some Object[] being initialized as String[]. Added basic test case\nfor saving and loading a todolist.',1480385987,6,20,23,6
8669,28085,csc216-002-P3-043,b'Fixed ant simplified ToDoList.addTaskList and finished test.',1480313082,2,8,7,2
8670,28086,csc216-002-P3-043,b'Started tests for getTaskList and addTaskList',1480312562,1,1,26,1
8671,28087,csc216-002-P3-043,b'Added testSetFilename test for ToDoList',1480311747,2,21,45,2
8672,28088,csc216-002-P3-043,b'Replaced notify() with notifyObservers()',1480309781,1,6,8,1
8673,28089,csc216-002-P3-043,b'Added test for Task setComplete and replaced calls to notifyAll() in\nTask with notifyObservers()',1480309237,2,31,59,2
8674,28090,csc216-002-P3-043,b'Added tests for Task hashCode and equal and removed unreachable null\nchecks.',1480307130,2,6,26,2
8675,28091,csc216-002-P3-043,b'Replaced usage of deprecated Date(int int int) constructor with Date.valueOf(String)\n',1480306375,1,23,11,1
8676,28092,csc216-002-P3-043,b'Did some work on TaskEditPane and TaskListPane',1480223204,2,4,3,2
8677,28093,csc216-002-P3-043,b'Finished taskTableModel w/ javadoc',1480221918,1,14,14,1
8678,28094,csc216-002-P3-043,b'Updated ToDoList and test cases',1480215374,3,4,12,3
8679,28095,csc216-002-P3-043,b'Tentatively finished todolist',1480213106,1,15,57,1
8680,28096,csc216-002-P3-043,b'Fixed last checkstyle error for process points.',1480120161,1,1,1,1
8681,28097,csc216-002-P3-043,b'Fixing all checkstyle errors',1480120014,10,262,305,10
8682,28098,csc216-002-P3-043,b'Added javadoc for ToDoList',1480119051,1,10,77,1
8683,28099,csc216-002-P3-043,b'Fixed todos',1480118248,1,6,6,1
8684,28100,csc216-002-P3-043,b'Still trying to fix todo',1480118138,1,1,1,1
8685,28101,csc216-002-P3-043,b'trying to fix todo',1480118025,1,1,1,1
8686,28102,csc216-002-P3-043,b'Trying to fix TODO list',1480117870,1,148,141,1
8687,28103,csc216-002-P3-043,b'Fixing checkstyle ToDoList',1480117713,1,1,1,1
8688,28104,csc216-002-P3-043,b'Finished javadoc for ToDoList method',1480104755,1,0,119,1
8689,28105,csc216-002-P3-043,b'Finished JavaDoc for TaskEditPane',1480104406,1,147,323,1
8690,28106,csc216-002-P3-043,b'Finished javadoc for TaskListPane',1480097328,1,32,73,1
8691,28107,csc216-002-P3-043,b'Finished javadoc for TaskTableModel',1480095790,2,46,108,2
8692,28108,csc216-002-P3-043,b'Finished javadoc for TaskTest',1480092749,1,6,87,1
8693,28109,csc216-002-P3-043,b'Fixed hashcode and equals and corresponding test methods for categories.\n',1479837917,2,39,45,2
8694,28110,csc216-002-P3-043,b'Initial push for test file. Will continue testing TaskTest',1479834334,2,0,110,2
8695,28111,csc216-002-P3-043,b'Fixed Checkstyle errors in the TaskListTest method. -Note below\n\nDeprecation warnings were suppressed as a date object is required in\nthis instance. ',1479773003,1,0,17,1
8696,28112,csc216-002-P3-043,b'Fixed errors and implemented all tests for TaskList except the two below\n\nget2DArray() - giving an ArrayStoreException. Was going to discuss with\nPeter in class on tuesday and I did not want to mess up his\nimplementation before talking to him.\n\nupdate() - same issue with CategoryList. Do not understand how this\nmethod works. Will ask Peter how he implemented it on tuesday.',1479772755,5,467,634,5
8697,28113,csc216-002-P3-043,b'Started testing taskList. Going to class will finish later.',1479752057,2,3,158,2
8698,28114,csc216-002-P3-043,"bCan't get 2D array and update tests to work. Moving on for now. \nWill discuss more about the issue in class.""""""""Can't get 2D array and update tests to work. Moving on for now. \nWill discuss more about the issue in class.""""Can't get 2D array and update tests to work. Moving on for now. \nWill discuss more about the issue in class.""",1479747438,2,16,177,2
